:table JokerEffect(key="owner,order")	조커가 하는 일입니다. 조커 하나가 행 여러 개를 가집니다.
:field	owner	order	trigger	chance_num	chance_den	first_only	ranks	suits	scope	scope_count	condition.$type	condition.hand	condition.suit	condition.enhancement	condition.seal	condition.edition	condition.blind	condition.consumable	condition.target	condition.counter	condition.consume	condition.n	condition.compare	condition.num	condition.den	operation.$type	operation.chips	operation.mult	operation.money	operation.cap	operation.unit	operation.mode	operation.value	operation.base_value	operation.min	operation.max	operation.times	operation.counter	operation.step	operation.init	operation.floor	operation.reset	operation.hand_pick	operation.levels	operation.create	operation.count	operation.card_class	operation.edition	operation.rarity	operation.enhancement	operation.seal	operation.suit	operation.modify	operation.trait	operation.debuff	operation.pick	operation.rule	operation.absolute	operation.duration	operation.free	operation.random	operation.ref_id	operation.handler	operation.sticker
	great_conjunction	0	OnRoundEnd	1	6	-	-	-	Run	-	CondAlways															OpLevelUpHand																	All	1																				
	spirit_gate	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								ShopAllowsSpectral							
	star_forge	0	OnConsumableUsed	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												MultMul	1500			Never																						
	moon_mirror	0	OnBossDefeated	-	-	-	-	-	Run	-	CondAlways															OpCreateCard																			Spectral	1		Negative																
	void_lens	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								ShopWeightTarot							
	void_lens	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								ShopWeightPlanet							
	celestial_engine	0	OnRoundEnd	-	-	-	-	-	Run	-	CondAlways															OpLevelUpHand																	MostPlayed	2																				
	celestial_engine	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								ConsumableSlots							
	paired_glass	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					JokerCount	AddChips	20																															
	shadow_box	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					EmptyJokerSlots	AddMult	10000																															
	twin_pot	0	OnBlindSelect	1	3	-	-	-	Run	-	CondAlways															OpCreateCard																			Joker	1			Common															
	sale_tag	0	OnJokerSold	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												MultAdd	6000			Never																						
	spare_frame	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								JokerSlots							
	spare_frame	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-1																								HandSize							
	dust_sheet	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					JokerRarityCount	AddMult	6000																Common															
	price_card	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					OtherJokerSellValue	AddChips	8																															
	dim_mirror	0	OnRoundEnd	-	-	-	-	-	AllOtherJokers	-	CondAlways															OpGrowOthers												MultAdd	2000																									
	frame_shop	0	OnShopEnter	1	6	-	-	-	Run	-	CondAlways															OpCreateCard																			Joker	1			Uncommon															
	rarity_ledger	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					JokerRarityCount	AddMult	15000																Rare															
	full_shelf	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					JokerCount	MulMult	1000	10000																														
	hand_me_down	0	OnJokerSold	-	-	-	-	-	AllOtherJokers	-	CondAlways															OpGrowOthers												MultAdd	5000																									
	swap_frame	0	OnBlindSelect	-	-	-	-	-	RandomJoker	-	CondAlways															OpModifyJoker																																			true			
	estate_note	0	OnSell	-	-	-	-	-	Run	-	CondAlways															OpCreateCard																			Joker	1			Rare															
	slot_pin	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							2																								JokerSlots							
	slot_pin	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-1																								DiscardsPerRound							
	auction_bell	0	OnJokerSold	-	-	-	-	-	Run	-	CondAlways															OpMulMoney							11500																															
	mirror_dust	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					JokerRarityCount	MulEach	10800																Common															
	understudy	0	OnRoundStart	-	-	-	-	-	AllOtherJokers	-	CondAlways															OpGrowOthers												Chips	5																									
	hall_of_mirrors	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					JokerCount	MulMult	2500	10000																														
	black_frame	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-2																								JokerSlots							
	black_frame	1	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpMulMult		40000																																				
	prompt_book	0	OnBlindSelect	-	-	-	-	-	AllOtherJokers	-	CondAlways															OpGrowOthers												MultMul	1000																									
	pawnbroker	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					OtherJokerSellValue	MulMult	300	10000																														
	twin_seed	0	OnBlindSelect	-	-	-	-	-	Run	-	CondAlways															OpCreateCard																			Joker	1			Uncommon															
	stagehand	0	OnSell	-	-	-	-	-	AllOtherJokers	-	CondAlways															OpGrowOthers												MultMul	5000																									
	grand_gallery	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								JokerSlots							
	grand_gallery	1	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					JokerCount	AddMult	10000																															
	spade_head	0	OnRoundStart	-	-	-	-	-	AllInDeck	-	CondAlways															OpAddCard																			PlayingCard	1															true			
	seed_tray	0	OnBlindSelect	-	-	-	-	-	AllInDeck	-	CondAlways															OpAddCard																			PlayingCard	2	Numbered														true			
	sorting_sieve	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					DeckRemaining	AddMult	400																															
	thin_rows	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					DeckDeficit	AddChips	12																															
	face_bed	0	OnBlindSelect	-	-	-	-	-	AllInDeck	-	CondAlways															OpAddCard																			PlayingCard	1	Face														true			
	ace_bed	0	OnBlindSelect	-	-	-	-	-	AllInDeck	-	CondAlways															OpAddCard																			PlayingCard	1	Ace														true			
	hand_spade	0	OnRoundStart	-	-	-	-	-	AllInHand	-	CondAlways															OpModifyCard							4																				BonusChips											
	garden_line	0	OnHandPlayed	-	-	-	-	-	Run	-	CondDeckEnhancedAtLeast											6				OpAddMult		120000																																				
	weed_pull	0	OnHandDiscarded	1	3	-	-	-	RandomInDeck	-	CondAlways															OpDestroyCard																				1																		
	graft_knife	0	OnCardScored	1	8	-	-	-	AllInDeck	-	CondAlways															OpAddCard																			CopyOfScored	1																		
	nursery_bed	0	OnRoundEnd	-	-	-	-	-	AllInDeck	-	CondAlways															OpAddCard																			PlayingCard	1				Bonus											true			
	soil_test	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					DeckEnhancementCount	AddMult	2000																	Bonus														
	deep_bed	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					DeckRemaining	MulMult	60	10000																														
	crop_rotation	0	OnRoundEnd	-	-	-	-	-	RandomInDeck	-	CondAlways															OpModifyCard																											Suit								true			
	chalk_line	0	OnHandPlayed	-	-	-	-	-	Run	-	CondDeckEnhancedAtLeast											10				OpMulMult		20000																																				
	stone_row	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					DeckEnhancementCount	AddMult	2500																	Stone														
	culling_fork	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								RemoveFaceCards							
	culling_fork	1	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpMulMult		20000																																				
	wide_bed	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								HandSize							
	wide_bed	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-1																								HandsPerRound							
	seed_drill	0	OnRoundStart	-	-	-	-	-	AllInDeck	-	CondAlways															OpAddCard																			PlayingCard	2															true			
	gold_furrow	0	OnBlindSelect	-	-	-	-	-	RandomInDeck	-	CondAlways															OpModifyCard																								Gold			Enhancement											
	great_graft	0	OnCardScored	1	3	-	-	-	AllInDeck	-	CondAlways															OpAddCard																			CopyOfScored	1																		
	terraced_bed	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					DeckDeficit	MulMult	400	10000																														
	hothouse	0	OnRoundEnd	-	-	-	-	-	RandomInDeck	-	CondAlways															OpModifyCard																											Enhancement								true			
	hothouse	1	OnRoundEnd	-	-	-	-	-	RandomInDeck	-	CondAlways															OpModifyCard																											Seal								true			
	stone_garden	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								AllCardsScore							
	stone_garden	1	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpAddMult		150000																																				
	first_garden	0	OnRoundStart	-	-	-	-	-	AllInDeck	-	CondAlways															OpAddCard																			PlayingCard	1				Steel											true			
	first_garden	1	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					DeckEnhancementCount	MulMult	800	10000																Steel														
	hand_cart	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								ShopCardSlots							
	paint_sign	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								ShopDiscount							
	free_wheel	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								RerollStartsFree							
	regular	0	OnShopEnter	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												Chips	10			Never																						
	barrow_boy	0	OnReroll	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												Chips	8			Never																						
	chalk_board	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								ShopAllowsPlayingCards							
	paper_bag	0	OnShopExit	-	-	-	-	-	Run	-	CondAlways															OpAddMoney			3																																			
	window_shopper	0	OnPackSkipped	-	-	-	-	-	Run	-	CondAlways															OpAddMoney			3																																			
	till_bell	0	OnReroll	-	-	-	-	-	Run	-	CondAlways															OpAddMoney			1																																			
	two_carts	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							2																								ShopCardSlots							
	coupon_book	0	OnBossDefeated	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								NextShopFree							
	sale_board	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							2																								ShopDiscount							
	modifier_case	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								ShopCardsHaveModifiers							
	crier	0	OnShopEnter	-	-	-	-	-	Run	-	CondAlways															OpShopGift																			Tarot	1														true				
	porter	0	OnShopEnter	-	-	-	-	-	Run	-	CondAlways															OpShopGift																			PlayingCard	1														true				
	dealer_hand	0	OnBossDefeated	-	-	-	-	-	Run	-	CondAlways															OpShopGift																			Joker	1			Rare															
	spendthrift	0	OnShopExit	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												MultMul	800			Never																						
	reroll_rig	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							2																								FreeRerolls							
	night_market	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-4																								RerollCostDelta							
	foil_stall	0	OnShopEnter	-	-	-	-	-	Run	-	CondAlways															OpShopGift																			Joker	1		Foil																
	grand_bazaar	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								ShopCardSlots							
	grand_bazaar	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							2																								ShopDiscount							
	free_market	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							4																								FreeRerolls							
	patron	0	OnShopEnter	-	-	-	-	-	Run	-	CondAlways															OpShopGift																			Voucher	1														true				
	gilt_cart	0	OnBlindSelect	-	-	-	-	-	Run	-	CondAlways															OpShopGift																			Joker	1		Negative																
	high_street	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							2																								ShopCardSlots							
	high_street	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								FreeRerolls							
	high_street	2	OnShopEnter	-	-	-	-	-	Run	-	CondAlways															OpShopGift																			Joker	1			Rare											true				
	fog_bank	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								AlwaysDrawThree							
	even_scales	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								BalanceChipsAndMult							
	half_light	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								HalveBaseChipsAndMult							
	half_light	1	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpMulMult		30000																																				
	dream_pane	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								ForceCardSelected							
	gap_stone	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							2																								StraightGap	true						
	crooked_pane	0	OnHandPlayed	-	-	-	-	-	Run	-	CondCardCount											3	Exactly			OpMulMult		20000																																				
	omen_slate	0	OnCardScored	-	-	-	-	-	Run	-	CondTargetMatch								Card							OpAddChips	80																																					
	sign_reader	0	OnHandPlayed	-	-	-	-	-	Run	-	CondTargetMatch								Suit							OpAddMult		120000																																				
	three_line	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								FlushStraightCards	true						
	weighted_air	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								ProbabilityScale	true						
	dream_ladder	0	OnHandPlayed	-	-	-	-	-	Run	-	CondTargetMatch								Hand							OpMulMult		25000																																				
	rank_omen	0	OnCardScored	-	-	-	-	-	Run	-	CondTargetMatch								Rank							OpAddMult		100000																																				
	mist_gate	0	OnBlindSelect	-	-	-	-	-	SelfTarget	-	CondBlindKind						Boss									OpGrowSelf												MultMul	3000			Never																						
	small_hours	0	OnBlindSelect	-	-	-	-	-	Run	-	CondBlindKind						Small									OpAddMoney			6																																			
	big_hours	0	OnHandPlayed	-	-	-	-	-	Run	-	CondBlindKind						Big									OpMulMult		20000																																				
	sixth_sense	0	OnHandPlayed	-	-	-	-	-	Run	-	CondEveryNHands											4				OpCreateCard																			Spectral	1																		
	bent_ladder	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								StraightGap	true						
	waking_dream	0	OnRoundStart	-	-	-	-	-	RandomInHand	-	CondAlways															OpModifyCard																						Foil					Edition											
	long_odds	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpRandomRange						AddChips			20	300																												
	broken_rule	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								SuitsMerged							
	broken_rule	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								StraightGap	true						
	dream_engine	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								HalveBaseChipsAndMult							
	dream_engine	1	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpMulMult		80000																																				
	all_face	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								AllCardsAreFace							
	all_face	1	OnCardScored	-	-	-	-	-	Run	-	CondCardIsFace															OpAddMult		60000																																				
	omen_crown	0	OnCardScored	-	-	-	-	-	Run	-	CondTargetMatch								Card							OpMulMult		20000																																				
	two_line	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							2																								FlushStraightCards	true						
	waking_world	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								SuitsMerged							
	waking_world	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								AllCardsAreFace							
	waking_world	2	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							2																								StraightGap	true						
	iron_key	0	OnBossDefeated	-	-	-	-	-	Run	-	CondAlways															OpAddMoney			8																																			
	brass_lock	0	OnHandPlayed	-	-	-	-	-	Run	-	CondBlindKind						Boss									OpAddMult		150000																																				
	spring_gate	0	OnHandPlayed	-	-	-	-	-	Run	-	CondAlways															OpPerUnit					BlindsSkipped	AddChips	25																															
	autumn_gate	0	OnPackSkipped	-	-	-	-	-	Run	-	CondAlways															OpCreateCard																			Tag	1																uncommon		
	winter_gate	0	OnBossDefeated	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												Chips	25			Never																						
	summer_gate	0	OnRoundStart	-	-	-	-	-	Run	-	CondBlindKind						Small									OpAddMoney			4																																			
	ward_stone	0	OnHandPlayed	-	-	-	-	-	Run	-	CondBossTriggered															OpAddMult		200000																																				
	door_chime	0	OnBlindSelect	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												Chips	6			Never																						
	boss_key	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								BossRerollsPerAnte							
	double_gate	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							1																								DoubleTagOnBossDefeat							
	season_ring	0	OnBossDefeated	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												MultMul	1500			Never																						
	skeleton_key	0	OnBlindSelect	-	-	-	-	-	Run	-	CondBlindKind						Boss									OpRerollBoss																																						
	toll_house	0	OnBossDefeated	-	-	-	-	-	Run	-	CondAlways															OpCreateCard																			Tag	1																rare		
	open_gate	0	OnPackSkipped	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												MultMul	1500			Never																						
	lock_pick	0	OnBossDefeated	-	-	-	-	-	Run	-	CondAlways															OpDuplicateNextTag																																						
	harvest_gate	0	OnBossDefeated	-	-	-	-	-	Run	-	CondAlways															OpCreateCard																			Joker	1			Uncommon															
	small_door	0	OnHandPlayed	-	-	-	-	-	Run	-	CondBlindKind						Small									OpMulMult		25000																																				
	ante_stone	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-1000																								BlindSizeScale							
	great_key	0	OnBossDefeated	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												MultMul	4000			Never																						
	boss_ward	0	OnHandPlayed	-	-	-	-	-	Run	-	CondBossTriggered															OpMulMult		40000																																				
	season_wheel	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-1																								AnteDelta							
	iron_gate	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-2000																								BlindSizeScale							
	warden	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							3																								BossRerollsPerAnte							
	year_gate	0	OnBossDefeated	-	-	-	-	-	SelfTarget	-	CondAlways															OpGrowSelf												MultMul	10000			Never																						
	last_door	0	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-1																								AnteDelta							
	last_door	1	Passive	-	-	-	-	-	Run	-	CondAlways															OpChangeRule							-1500																								BlindSizeScale							
